21 - Adjusted net enrolment rate in primary education by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Adjusted net enrolment rate in primary education by sex,Developed regions,208,Denmark,2015,Male,98.44,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,208,Denmark,2015,Both sexes,98.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,208,Denmark,2016,Female,99.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,208,Denmark,2016,Male,98.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,208,Denmark,2016,Both sexes,99.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1999,Female,99.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1999,Male,98.35,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1999,Both sexes,99.14,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2003,Female,98.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2003,Male,96.47,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2003,Both sexes,97.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2008,Female,96.18,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2008,Male,96.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2008,Both sexes,96.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2000,Female,99.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2000,Male,98.01,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2000,Both sexes,98.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2005,Female,96.52,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2005,Male,95.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2005,Both sexes,96.11,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2007,Female,96.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2007,Male,96.59,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2007,Both sexes,96.77,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2009,Female,95.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2009,Male,96.49,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2009,Both sexes,96.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2010,Female,98.61,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2010,Male,99.57,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2010,Both sexes,99.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1996,Female,89.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1996,Male,91.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1996,Both sexes,90.61,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1998,Both sexes,99.22,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2001,Female,99.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2001,Male,97.88,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2001,Both sexes,98.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2004,Female,97.13,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2004,Male,95.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2004,Both sexes,96.29,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2006,Female,95.78,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2006,Male,95.6,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2006,Both sexes,95.69,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1995,Female,86.08,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:55,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1995,Male,87.96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:11,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,1995,Both sexes,87.03,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:26,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2011,Female,99.77,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2011,Male,99.52,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2011,Both sexes,99.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2002,Both sexes,98.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2012,Female,99.81,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2012,Male,99.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2012,Both sexes,99.6,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2013,Female,98.22,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2013,Male,98.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2013,Both sexes,98.3,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2014,Female,94.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2014,Male,93.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2014,Both sexes,94.19,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2015,Female,94.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2015,Male,92.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,233,Estonia,2015,Both sexes,93.57,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,1999,Both sexes,99.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2003,Female,98.63,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2003,Male,98.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2003,Both sexes,98.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2008,Female,97.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2008,Male,97.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2008,Both sexes,97.85,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2000,Both sexes,99.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2005,Female,97.42,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2005,Male,97.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2005,Both sexes,97.35,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2007,Female,97.61,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2007,Male,97.22,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2007,Both sexes,97.41,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2009,Female,98.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2009,Male,97.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2009,Both sexes,98.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2010,Female,98.35,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2010,Male,98.27,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Developed regions,246,Finland,2010,Both sexes,98.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
